X,Y,OBJECTID,SPACE_,STATUS,DMS_LAT,DMS_Long,WHOLESTNAME,SideOfStreet,Block,GlobalID
1450502.92648101,542806.183356002,4029,,Operational,35.2274667134019,-80.8401525561738,N College St,East,200,2b031ab8-1fd7-4241-adf8-625fb67b936f
1454691.431481,537521.007731006,4030,,Operational,35.2131597498419,-80.8258038036271,Elizabeth Av,North,1500,d8312c3e-b964-4de0-a5fa-3574b32951b3
1450974.634606,542537.842106014,4031,,Bagged,35.2267535407637,-80.8385566229669,E 6th St,South,200,2a877c1f-51c3-4da5-a150-b298937f219a
1448576.21898101,542611.530856013,4032,,Operational,35.2268336658842,-80.8465910930228,W 3rd St,North,200,9e3f0de2-7eb9-413c-8123-6ce495e12314
1448352.06148101,543092.428356007,4033,2338,Operational,,,S Mint St,East,200,8791bb30-ace6-40a7-a311-1cc517b5c266
1450553.324606,544060.14335601,4034,2129,Operational,,,N Church St,East,400,eb0f9ed4-5782-4ea9-9e0d-ec336776ba36
1449351.55335601,541851.125856012,4035,161,Pay Station,35.2247842828334,-80.8439479801639,S College St,East,200,34a3ad50-295c-42d7-bae0-669c6f8508a5
1449806.56085601,543155.503981009,4036,,Operational,35.2283908769676,-80.8425057157275,W 5th St,South,100,a4000525-c44a-45ad-a0e3-84b9843b7f14
1449132.15960601,540657.702106014,4037,269,Operational,35.2214945144287,-80.8446082402045,S Brevard St,West,400,751acc8a-d57d-4b89-a108-8778b598d72d
1448285.50210601,543045.814606011,4038,2341,Operational,,,S Mint St,East,200,7306274e-c7aa-48c3-bca6-5ea3cee67931
1449424.46710601,541909.348356009,4039,156,Pay Station,35.2249479523772,-80.8437074918269,S College St,East,200,99052c37-73b2-452d-b79a-1c5b1bf5a518
1451308.56460601,541599.609606013,4040,344,Operational,35.224193016506,-80.8373804787144,E 5th St,North,500,d4bac45d-3408-414b-a5fc-ffd7db6d111d
1447014.13960601,545379.65898101,4041,,Operational,35.2343582898418,-80.8519938434427,W Trade St,South,900,0fbd7097-f13a-4ae1-bece-9f6278404397
1450611.67085601,540966.235231012,4042,357,Pay Station,35.2224175492285,-80.8396743032141,E 4th St,South,500,6318e18c-ca98-46fe-8168-26a2e5fed037
1450543.59648101,543503.711481005,4043,2044,Pay Station,,,N Tryon St,,300,6e14c68e-e797-4692-8a28-443d62f09dda
1450107.040231,539872.048356012,4044,519,Operational,35.2193858940784,-80.8412957621746,E Martin Luther King Jr Bv,South,600,d645b8e9-ab12-4ab1-8938-1c8fe994c320
1449654.20273101,541439.965231001,4045,177,Operational,35.2236701852128,-80.8429091781126,E 3rd St,North,200,6a4ffa8e-905c-4623-8ded-ea88079866c1
1447959.56960601,541946.783356011,4046,,Operational,,,,,,8941e414-3210-45fc-ade8-1910a97fec95
1448196.59273101,542368.467731014,4047,2230,Operational,,,W Martin Luther King Jr Bv,South,200,fffd378b-bf43-4562-bcc7-426a2720cefe
1446726.90585601,546025.186481014,4048,2601,Operational,,,N Sycamore St,East,100,1bc03f7c-9ca0-4ae2-a187-de49bd8be6f3
1454605.90523101,537887.882106006,4049,,Operational,35.2141633085046,-80.8261126920734,Travis Av,East,200,e2d1052f-5f8d-45a7-98fc-7668b17a3393
1450527.39148101,539491.741481006,4050,537,Operational,35.2183625284706,-80.8398649551765,E Martin Luther King Jr Bv,North,600,7bce15ee-648e-466b-9b5e-f84b2cf3a56c
1454194.074606,537959.089606002,4051,,Operational,35.2143381079168,-80.8274956788774,Elizabeth Av,South,1500,9d696a49-5e94-4630-bb1c-3fecd0ac5d06
1450849.12335601,543761.047731012,4052,2033,Operational,,,N Tryon St,West,400,b0fe3894-6023-4419-b049-f2a7a782502a
1450225.91398101,540819.342731014,4053,297,Pay Station,35.2219943579049,-80.8409566265335,E 3rd St,North,500,56402638-fa64-418c-95b0-f935483aa4c8
1445627.823356,537745.138356,4054,,Operational,35.2133136626979,-80.8561576189085,South Bv,West,1600,b97a8b69-ea1e-459d-8e2b-020fced236fa
1447703.26773101,545328.95585601,4055,,Operational,35.2342542999376,-80.8496832691152,W 5th St,South,800,52d041e0-6a5b-41d2-9545-da089ab73b95
1447550.25835601,545535.868356004,4056,,Operational,35.2348148933663,-80.8502085044372,W 5th St,North,800,ad44bd1d-d2fb-479b-9637-d351af10d088
1448480.872106,544426.308981001,4057,,Operational,35.2318143372621,-80.8470233749276,Wilkes Pl,East,100,bb0ecf3d-fdee-48bb-a756-2c7eabf61d7d
1452042.622106,543026.074606001,4058,,Operational,,,N Brevard St,West,500,d8349c32-eacc-4d6c-8b26-49cc5d3c3ca4
1450699.85023101,543573.885231003,4059,2641,Operational,,,N Tryon St,,400,6d9ae0fa-1b0e-41a9-a707-721eb99bad8b
1451080.69023101,543291.947731003,4060,,Operational,35.2288306141741,-80.838248306496,N College St,East,400,f018fdb3-391e-4281-b592-9d72c3a4daaf
1445644.04523101,538034.788981006,4061,,Operational,35.2141102226477,-80.8561214483651,E Park Av,North,100,bc56b7e1-db6c-447a-a9dd-0d4f0eb13c19
1447828.524606,545158.089606002,4062,,Pay Station,35.2337913096644,-80.8492532126739,N Cedar St,East,100,87c30f8f-28e2-4a1c-9580-a758cc6b72e7
1447585.340856,545431.928356007,4063,,Operational,35.2345311470506,-80.850084550061,W 5th St,South,800,eef52598-7c1e-472a-9472-94c59a4746e4
1449652.058356,541078.864606008,4064,,Operational,,,Brevard St,Right,300,32187bea-2c0b-4102-a8d6-a7fe0c8b9bdd
1451909.34460601,542875.250856012,4065,,Operational,,,N Brevard St,East,500,5f7dd2c8-1eed-4abb-9c97-25d5498d3c3b
1446922.75335601,545459.125231013,4066,,Operational,35.2345719138878,-80.8523047976373,W Trade St,South,900,184bcdfd-54ba-4f1a-bd86-cb5f3a6dbfc6
1447136.182106,545368.543356001,4067,,Operational,35.2343340080657,-80.8515845138803,W Trade St,North,900,d64ef37c-d664-4f8a-8cda-61ed29296661
1447767.16148101,545060.200856,4068,,Pay Station,35.2335192498811,-80.8494525666472,N Cedar St,East,100,b48dbe0d-16e5-4c75-b232-906078af13fc
1445911.23460601,537935.637106001,4069,,Operational,35.2138515559159,-80.8552208366917,South Bv,East,1500,3b572cbe-fcf6-4548-8741-3d8b282c4774
1451685.560231,541811.779606014,4070,,Operational,35.2247950548946,-80.8361314768095,E 6th St,North,500,060c024f-be48-48d4-9097-bc490195c8a4
1452593.58210601,540848.748356014,4071,439,Operational,35.2221955198325,-80.8330319496889,E 6th St,North,800,4354da15-b8cb-43d1-b65b-960e049690a0
1448353.575231,541720.269606009,4072,2087,Pay Station,,,S Tryon St,,400,82fb20d3-1055-4eb9-abc9-cc045d856317
1450167.23523101,539879.75273101,4073,533,Operational,35.2194101270145,-80.8410947261149,E Martin Luther King Jr Bv,North,600,08d92aab-48f0-40ff-9b65-a7c3b5a72665
1448711.197731,543779.460856006,4074,,Operational,35.2300490930089,-80.8462119147554,W Trade St,North,400,9d8cc368-fea4-4f68-bbde-451596ab3580
1450152.947106,539896.530231014,4075,532,Operational,35.2194554900794,-80.8411436002216,E Martin Luther King Jr Bv,North,600,9b4a7639-d12e-4dd3-8e8a-9e989a7fdecc
1450089.87835601,542859.309606001,4076,126,Operational,35.2275768669179,-80.8415271024999,E 5th St,South,100,16e6fa73-401c-4be7-9638-f8becf07df65
1447916.05085601,541909.710856006,4077,2173,Operational,,,S Church,East,500,20c16959-1ca3-4c7a-ace4-195151475bc1
1445653.21085601,537774.602731004,4078,,Operational,35.2133959112768,-80.8560744802147,South Bv,West,1600,1570794d-e1e5-4d9f-a886-c346b9b3cedd
1451593.65460601,544458.751481012,4079,2103,Operational,35.2320668244064,-80.8366096949006,W 10th St,North,100,29c57725-7ee7-41a0-a83b-f8e12eb8fe60
1449249.542106,543788.138981014,4080,,Operational,35.2301004282732,-80.8444100074453,W 5th St,South,300,54a795ba-53b3-485c-903e-17ae99ff9a29
1448428.03460601,543214.863356009,4081,,Operational,35.2284835623168,-80.8471248035566,S Mint St,West,200,46f4111d-e426-40ec-acd6-d2f1a55f5c34
1449828.774606,543794.818981007,4082,,Operational,35.2301483325992,-80.8424710746827,W 6th St,South,200,0a71d876-9758-4bd5-b713-46eba73786bb
1449791.168981,541119.305231005,4083,245,Operational,,,S Brevard St,East,300,13f21a87-72b1-4546-9163-21c0a77e804c
1445507.86460601,538113.756481007,4084,,Operational,35.2143201649411,-80.8565822529911,E Park Av,South,100,3a4722ac-300b-48b7-8c20-b3a6e4d11d86
1448412.91273101,543202.672106013,4085,,Operational,35.2284492975162,-80.8471746729741,S Mint St,West,200,16ddc600-78b1-4472-9859-d2df66b55bec
1452014.57898101,542956.119606003,4086,,Operational,,,N Brevard St,East,500,006471e2-3009-41c9-9dbe-ab1a03d3f889
1454796.51648101,538077.588981003,4087,,Operational,35.2146941052357,-80.8254863020771,Travis Av,East,200,7ce0a682-67d3-4e30-9f4d-db89c1999b6f
1449772.07960601,541313.192106009,4088,187,Operational,35.2233279262618,-80.8425066633562,E 3rd St,North,200,3e8eef59-9f61-4760-b93d-166db8a3cf88
1450740.122106,543008.770231009,4089,,Operational,35.2280353372648,-80.8393709876979,N College St,East,300,1b6383da-f499-482d-b510-4fbb9d41e506
1447491.94085601,545517.20648101,4090,,Operational,35.2347606391814,-80.8504026053646,W 5th St,South,800,fafb7bb7-233f-4282-ac8d-56c1b3e455b4
1448183.61585601,542381.470231012,4091,2231,Operational,,,W Martin Luther King Jr Bv,South,200,b556b1ee-bf35-4b90-9a99-2a48646645ee
1448994.510231,544621.142106012,4092,,Operational,35.2323758263591,-80.8453157381291,W 6th St,South,500,959c874b-e8e9-4dce-82b4-00a0994f2824
1448394.88335601,543187.774606004,4093,,Operational,35.2284074494557,-80.8472341082165,S Mint St,West,200,c3d06f3f-e874-4b56-a10e-02a946001673
1450413.80085601,543147.407731012,4094,,Operational,35.2283995842402,-80.8404721342446,E 6th St,South,100,da2edfb8-f832-487b-9972-993588783967
1449768.29710601,543465.025856003,4095,,Operational,35.2292392425551,-80.8426530631837,N Church St,West,200,29a80ae4-14c9-4b79-9790-ae4b2bd0f117
1445534.715231,538133.911481008,4096,,Operational,35.2143769143192,-80.856493633058,E Park Av,North,100,5c601dca-02cb-4de9-967d-6ff1b2ff0b8e
1447498.30273101,541568.952106014,4097,,Bagged,35.2239143570092,-80.8501348887643,S Church St,East,600,2bb5aa39-2e5a-48bf-9e42-7dac5e3fdad1
1453988.41085601,538164.848981008,4098,,Operational,35.2148929673832,-80.8281968234765,Elizabeth Av,South,1400,6e022a36-28c7-4341-a22a-97eedff3cf14
1451033.10210601,544372.025856003,4099,2663,Operational,,,W 9th St,North,100,76e7b163-cabb-46b3-937f-c55506c1165f
1451795.700856,544549.554606006,4100,2011,Operational,35.23233440944,-80.8359384144269,N Tryon St,West,700,f6833943-6fc2-4a0b-bc8b-d0b929626404
1450017.37835601,541373.691481009,4101,,Operational,,,Brevard St,Right,,d3c70792-fd4d-433e-b613-8d692e539376
1452190.01835601,541270.274606004,4102,418,Operational,35.2233330559102,-80.8344090863571,E 6th St,North,700,7467b62e-866c-4a77-9286-ddb26443dd94
1450779.930856,543700.833981007,4103,2037,Operational,,,N Tryon St,West,400,2913db52-95af-40e9-bbb2-2f21bcb19866
1449163.99148101,542316.111481011,4104,059,Pay Station,,,S Tryon St,East,200,b58ad9d7-aa76-4726-bf5e-f0167cbeacfa
1448223.64398101,542336.858981013,4105,2228,Operational,,,W Martin Luther King Jr Bv,South,200,801f3ae5-5cad-497b-a2af-a365fe633ab7
1454774.290231,538099.758356005,4106,,Operational,35.2147538861686,-80.8255620696025,Travis Av,West,200,2809b771-2504-4fbf-98f5-3ceded674930
1448700.73835601,543376.363356009,4107,2327,Operational,35.2288053311642,-80.8463988568793,S Mint St,East,100,4c3bd6fd-de6b-4178-affb-5176a5eb7d2b
1449058.903981,542231.735231012,4108,064,Pay Station,,,S Tryon St,East,200,04ca9660-91e0-4cb2-a58b-4220620a1870
1451809.087106,544560.198356003,4109,2010,Operational,35.2323643283927,-80.8358942533039,N Tryon St,West,700,d93eb6d8-5289-4e2e-92d2-6908ac28cf3c
1450148.763356,539827.582731009,4110,522,Operational,35.2192658643286,-80.8411533247501,E Martin Luther King Jr Bv,South,600,b04a5f05-1f9a-4743-88cf-bb6d50c5f4e5
1448011.21710601,542815.246481001,4111,2349,Pay Station,,,S Mint St,East,300,e2810bb9-c8ea-4139-b2c9-f338b9949dc0
1448950.84335601,544115.629606009,4112,,Operational,35.230984856061,-80.8454304762031,W 5th St,South,400,23cddc23-e631-468c-b243-9afa600fa7ab
1447453.512731,541531.602731004,4113,,Bagged,35.2238094574351,-80.8502825091778,S Church St,East,600,7bcd8797-518f-429d-9b83-c10fa72e73ee
1450629.26835601,540945.820856005,4114,358,Pay Station,35.2223623628687,-80.8396141233069,E 4th St,South,500,23557518-40b2-4589-ae0a-49dea8392e11
1450816.81585601,543069.750231013,4115,,Bagged,35.2282067654299,-80.8391179959679,N College St,East,300,cdc40bf0-b6be-48b3-a87e-792c04efe29a
1448246.43835601,542354.118981004,4116,2213,Pay Station,,,W Martin Luther King Jr Bv,North,200,0b17a538-c2f3-4dc6-88a4-9748caaed08c
1451769.19523101,542758.654606014,4117,,Operational,,,N Brevard St,East,400,bf655c42-18ff-4da2-978e-a7260d6e17e4
1450733.666481,543601.67460601,4118,033,Operational,,,N Tryon St,,400,793d26ba-be8b-46df-bc64-5d37385b886d
1448397.743356,541695.095856011,4119,078,Pay Station,,,S Tryon St,East,400,d9387369-b90f-4c93-97ef-aabf6246d799
1448671.12523101,543816.58148101,4120,,Operational,35.2301490228198,-80.846348394531,W Trade St,North,400,7f180055-3e04-47f7-90ec-9b39ae99e009
1450353.94398101,543212.305231005,4121,,Operational,35.2285748211852,-80.8406765682617,E 6th St,South,100,f813d644-ed41-452e-91e8-23a6ada26004
1448247.40648101,544937.807106003,4122,,Operational,35.2332075827874,-80.8478369471188,W 5th St,North,520,d5f3c5a0-184b-4d18-844c-c4e0f6be85d0
1448669.51460601,543356.241481006,4123,2328,Operational,35.2287791313958,-80.8464377692415,S Mint St,East,100,366fccf5-c3d0-42b7-9bd5-38d1ac4fff2b
1449065.09210601,541689.517106012,4124,163,Pay Station,35.2243256885839,-80.844896971331,S College St,West,300,84669432-7396-4f75-813f-b54e4cb70f9f
1447814.45148101,542844.298981011,4125,2376,Pay Station,,,W Martin Luther King Jr Bv,North,400,cfa363ad-dab2-4e75-8558-10c6f1b5c358
1451225.12398101,541688.228356004,4126,338,Operational,35.2244322263215,-80.8376653218939,E 5th St,North,500,9f075440-4c01-4b51-83cb-ef085164ee1a
1449701.667731,540694.755856007,4127,2654,Operational,35.2216681532577,-80.8427432350307,E Martin Luther King Jr Bv,North,400,9482446c-e14e-4a88-a7ba-84bc994f0fd3
1447561.17523101,545525.731481001,4128,,Operational,35.2347876044902,-80.8501713185492,W 5th St,North,800,25593158-a574-42c5-871f-0f0b850c8d14
1454113.466481,538041.649606004,4129,,Operational,35.2145608400117,-80.8277706032967,Elizabeth Av,South,1500,2444801e-8bd8-456e-9d5d-9e20af8aa2a9
1451780.56523101,544472.98773101,4130,012,Operational,35.2321107495954,-80.8359782058033,N Tryon St,East,700,c648a5f1-421d-4fef-9c20-96bf475facf0
1450025.47210601,539962.294606,4131,513,Operational,35.2196296613627,-80.8415744325522,E Martin Luther King Jr Bv,South,600,00588d58-1f26-4c51-8749-07589981dbf2
1451590.560231,544245.515856013,4132,100,Operational,35.2314761829139,-80.8366002918936,Phifer Av,North,100,612bd3d4-0156-46e7-94cc-2c51a5336f24
1450554.96960601,539460.420231014,4133,539,Operational,35.218277887008,-80.8397706897274,E Martin Luther King Jr Bv,North,600,9a8cbbc5-dfa2-4292-a7ef-a9fb96e17874
1447783.87835601,544761.336481005,4134,,Pay Station,35.2326990684668,-80.849377949488,W Trade St,North,600,50eace17-d847-4c80-8387-d41861797ff9
1448429.36773101,542909.75335601,4135,2280,Operational,35.2278689173239,-80.8465970758852,S Poplar St,West,200,78ff8e63-26f0-4999-a5e1-bc9d0790d753
1450421.778981,543403.130231008,4136,2052,Pay Station,,,N Tryon St,,300,4a1e3a1c-a6c0-472c-95c0-4aab8f5b43b1
1451650.95898101,542662.762731001,4137,,Operational,,,N Brevard St,East,400,29360ad0-ee0a-4250-bf7c-f27d6aeac626
1445968.778356,538104.864606008,4138,,Operational,35.2143194113929,-80.8550387983498,South Bv,West,1500,cf198042-96d0-48c4-9b05-b4700850666b
1449158.92585601,543887.459606007,4139,,Operational,35.2303686550718,-80.8447195828653,W 5th St,South,300,fa38764f-12c2-43cc-a9d1-49e96f61e001
1451676.28023101,544131.233981013,4140,105,Operational,35.2311665850405,-80.8363062058151,Phifer Av,North,100,0d51f5c7-d2f8-40ce-b489-6151d760ee6e
1449377.42710601,542491.609606013,4141,053,Operational,,,S Tryon St,East,100,0332a174-84cc-4ab9-85b8-e6c90ca7f292
1451108.62335601,544522.635231003,4142,2629,Operational,,,N Church St,East,600,f77c5d4d-5fd4-4823-913d-505754212b04
1448233.32835601,544951.895856008,4143,,Operational,35.2332455672619,-80.8478849625244,W 5th St,North,520,8d50eab8-fd29-46b0-ba71-0b89665d0352
1454638.33085601,537575.03460601,4144,,Operational,35.2133054895483,-80.825984882189,Elizabeth Av,North,1500,308f694e-743f-4951-8824-f2b4c57f0a65
1446766.87585601,546106.578981012,4145,2586,Operational,,,N Sycamore St,West,100,4ea0443b-0eb6-4183-b753-0b1de0c67dc1
1448769.698981,543143.877106011,4146,,Operational,35.2283060108791,-80.8459764689333,S Poplar St,East,100,4669122a-dfb0-465b-98a0-2ce7b1a2e26f
1450413.80085601,542732.336481005,4147,,Operational,35.2272593019655,-80.840446366833,N College St,East,200,dccb9f87-c1dd-442b-b769-a35fbaff73aa
1450438.24023101,543965.181481004,4148,2137,Operational,,,N Church St,East,400,ce33fc35-fbd2-4151-ac13-55cd18841d06
1450713.70210601,539288.368356004,4149,551,Operational,35.2178133073022,-80.8392286363827,E Martin Luther King Jr Bv,North,600,5b6e5f55-255f-4a81-a57b-0caf2b62dc5d
1448044.667731,542842.202731013,4150,2347,Pay Station,,,S Mint St,East,300,a1a8a218-8fce-4dd7-9b8a-36638f53ba1e
1447842.276481,542165.78398101,4151,2249,Operational,,,W 1st St,North,200,d534737e-a9ed-4ff3-a2f8-11be13143741
1451152.61148101,539727.746481001,4152,501,Pay Station,35.2190427013141,-80.837786562838,E 3rd St,South,600,a19a5dd6-449c-4b82-a679-1e6e64c25218
1447056.853356,545340.918981001,4153,,Operational,35.2342540531136,-80.8518484048333,W Trade St,South,900,8f08081c-dcc1-4bb9-b158-acdf13b771cd
1454564.88898101,537848.420231014,4154,,Operational,35.2140528253536,-80.8262475630664,Travis Av,East,200,9d0f5403-cea7-45c7-b087-8a820caaf9f4
1450495.274606,543463.335856006,4155,2047,Pay Station,,,N Tryon St,,300,99790efd-bb86-4ad9-bbd5-9ac28f466f6b
1450278.91023101,540688.173981011,4156,294,Operational,35.2216367114142,-80.8407710619121,E 3rd St,South,500,3a0b3c8a-d8f3-47bb-85f6-dce9e8a83110
1445592.997106,537600.030856013,4157,,Operational,35.212913234962,-80.8562651135916,South Bv,East,1600,b5d11b9e-af46-4208-bbba-c31a68ede42d
1449286.11085601,540781.603981003,4158,259,Operational,35.2218427559686,-80.8441005518124,S Brevard St,West,400,3e0a1f7a-97a5-47a9-9e7d-e328a92c4b5b
1448274.22523101,544908.853356004,4159,,Operational,35.2331294128742,-80.8477453463503,W 5th St,North,520,13c9c62a-80a6-46bc-8472-6a60a0c3f915
1450528.26773101,541055.198356003,4160,351,Pay Station,35.222657701686,-80.8399590427491,E 4th St,South,500,77b8a3b8-cf19-457f-aa4e-b1a03529748f
1451111.48835601,543318.367731005,4161,,Operational,35.2289047620091,-80.8381468298764,N College St,East,400,26b9d9a8-ed8f-40d9-8106-c1e2a9fbc2f2
1451168.026481,539712.283356011,4162,502,Pay Station,35.2190010050598,-80.8377339998971,E 3rd St,South,600,d1a6256b-9162-4cee-8ef4-22b209897a61
1452496.84835601,540949.187106013,4163,432,Operational,35.22246653738,-80.8333620070646,E 6th St,North,800,b30faebe-b970-43f7-97b8-d7e2d0ca4ab5
1454651.09335601,537934.328356013,4164,,Operational,35.2142931898832,-80.82596428549,Travis Av,East,200,36a9e7d2-4b6c-45a7-8c81-55127feb8de8
1447774.48398101,542892.098981008,4165,2379,Pay Station,,,W Martin Luther King Jr Bv,North,400,7d2d3b37-27ca-4584-89c5-965b9e9107da
1452468.44523101,540980.47148101,4166,430,Operational,35.2225510406135,-80.8334590303804,E 6th St,North,800,1de86b7d-684d-425d-b9f3-cc59e80e353e
1447927.42648101,541918.272731006,4167,2172,Operational,,,S Church,East,500,1b3aaa94-53b2-4759-b49e-144141019995
1449346.03398101,543678.465856001,4168,,Operational,35.2298040602341,-80.8440801177982,W 5th St,South,300,ab33af4f-f910-4211-89a3-35208264cf01
1447476.417731,545044.129606009,4169,,Pay Station,35.2334602127792,-80.8504250518699,W Trade St,North,800,33355549-8ac8-4f69-8aa0-94f7530521f5
1448581.44085601,542988.273356006,4170,,Operational,35.2278689173239,-80.8465970758852,S Poplar St,East,200,7ed15ece-8ffb-4595-abbb-40cc17c872bd
1450650.53835601,539356.356481001,4171,546,Operational,35.2179968688539,-80.8394443031145,E Martin Luther King Jr Bv,North,600,896208e9-5b71-4cf4-8834-cd6590cd5b5a
